id,question,query,choice_labels,gold_letters,option_texts_json,option_a,option_b,option_c,option_d
en_0229,"An analyst calculates the excess kurtosis of a stock's returns as -0.75. From this information, the analyst should conclude that the distribution of returns is:","Read the following finance exam multiple-choice question and return only the correct option letter(s).

Question: An analyst calculates the excess kurtosis of a stock's returns as -0.75. From this information, the analyst should conclude that the distribution of returns is:

Options:
a. normally distributed.
b. fat-tailed compared to the normal distribution.
c. thin-tailed compared to the normal distribution.

Answer:","a,b,c",c,"{""a"": ""normally distributed."", ""b"": ""fat-tailed compared to the normal distribution."", ""c"": ""thin-tailed compared to the normal distribution. Answer:""}",normally distributed.,fat-tailed compared to the normal distribution.,thin-tailed compared to the normal distribution. Answer:,
en_0230,"A correlation of 0.34 between two variables, X and Y, is best described as:","Read the following finance exam multiple-choice question and return only the correct option letter(s).

Question: A correlation of 0.34 between two variables, X and Y, is best described as:

Options:
a. changes in X causing changes in Y.
b. a positive association between X and Y.
c. a curvilinear relationship between X and Y.

Answer:","a,b,c",c,"{""a"": ""changes in X causing changes in Y."", ""b"": ""a positive association between X and Y."", ""c"": ""a curvilinear relationship between X and Y. Answer:""}",changes in X causing changes in Y.,a positive association between X and Y.,a curvilinear relationship between X and Y. Answer:,
en_0231,Which of the following is a potential problem with interpreting a correlation coefficient?,"Read the following finance exam multiple-choice question and return only the correct option letter(s).

Question: Which of the following is a potential problem with interpreting a correlation coefficient?

Options:
a. Outliers
b. Spurious correlation
c. Both outliers and spurious correlation

Answer:","a,b,c",c,"{""a"": ""Outliers"", ""b"": ""Spurious correlation"", ""c"": ""Both outliers and spurious correlation Answer:""}",Outliers,Spurious correlation,Both outliers and spurious correlation Answer:,
en_0232,"Consider two variables, A and B. If variable A has a mean of -0.56, variable B has a mean of 0.23, and the covariance between the two variables is positive, the correlation between these two variables is:","Read the following finance exam multiple-choice question and return only the correct option letter(s).

Question: Consider two variables, A and B. If variable A has a mean of -0.56, variable B has a mean of 0.23, and the covariance between the two variables is positive, the correlation between these two variables is:

Options:
a. negative.
b. zero.
c. positive.

Answer:","a,b,c",c,"{""a"": ""negative."", ""b"": ""zero."", ""c"": ""positive. Answer:""}",negative.,zero.,positive. Answer:,
en_0233,"An analyst estimates that 20 percent of high-risk bonds will fail (go bankrupt). If she applies a bankruptcy prediction model, she finds that 70 percent of the bonds will receive a ""good"" rating, implying that they are less likely to fail. Of the bonds that failed, only 50 percent had a ""good"" rating. Using Bayes' formula, what is the predicted probability of failure given a ""good"" rating? (Hint, let P(A) be the probability of failure, P(B) be the probability of a ""good"" rating, P(B | A) be the likelihood of a
""good"" rating given failure, and P(A | B) be the likelihood of failure given a ""good"" rating.)","Read the following finance exam multiple-choice question and return only the correct option letter(s).

Question: An analyst estimates that 20 percent of high-risk bonds will fail (go bankrupt). If she applies a bankruptcy prediction model, she finds that 70 percent of the bonds will receive a ""good"" rating, implying that they are less likely to fail. Of the bonds that failed, only 50 percent had a ""good"" rating. Using Bayes' formula, what is the predicted probability of failure given a ""good"" rating? (Hint, let P(A) be the probability of failure, P(B) be the probability of a ""good"" rating, P(B | A) be the likelihood of a
""good"" rating given failure, and P(A | B) be the likelihood of failure given a ""good"" rating.)

Options:
a. 5.7 percent
b. 14.3 percent
c. 28.6 percent

Answer:","a,b,c",b,"{""a"": ""5.7 percent"", ""b"": ""14.3 percent"", ""c"": ""28.6 percent Answer:""}",5.7 percent,14.3 percent,28.6 percent Answer:,
en_0234,"In a typical year, 5 percent of all CEOs are fired for ""performance"" reasons. Assume that CEO performance is judged according to stock performance and that 50 percent of stocks have above-average returns or ""good"" performance. Empirically, 30 percent of all CEOs who were fired had ""good"" performance. Using Bayes' formula, what is the probability that a CEO will be fired given ""good"" performance? (Hint, let P(A) be the probability of a CEO being fired, P(B) be the probability of a ""good"" performance rating, P(B | A) be the likelihood of a ""good"" performance rating given that the CEO was fired, and P(A | B) be the likelihood of the CEO being fired given a
""good"" performance rating.)","Read the following finance exam multiple-choice question and return only the correct option letter(s).

Question: In a typical year, 5 percent of all CEOs are fired for ""performance"" reasons. Assume that CEO performance is judged according to stock performance and that 50 percent of stocks have above-average returns or ""good"" performance. Empirically, 30 percent of all CEOs who were fired had ""good"" performance. Using Bayes' formula, what is the probability that a CEO will be fired given ""good"" performance? (Hint, let P(A) be the probability of a CEO being fired, P(B) be the probability of a ""good"" performance rating, P(B | A) be the likelihood of a ""good"" performance rating given that the CEO was fired, and P(A | B) be the likelihood of the CEO being fired given a
""good"" performance rating.)

Options:
a. 1.5 percent
b. 2.5 percent
c. 3.0 percent

Answer:","a,b,c",c,"{""a"": ""1.5 percent"", ""b"": ""2.5 percent"", ""c"": ""3.0 percent Answer:""}",1.5 percent,2.5 percent,3.0 percent Answer:,
en_0235,"US and Spanish bonds returns measured in the same currency units have standard deviations of 0.64 and 0.56, respectively. If the correlation between the two bonds is 0.24, the covariance of returns is closest to:","Read the following finance exam multiple-choice question and return only the correct option letter(s).

Question: US and Spanish bonds returns measured in the same currency units have standard deviations of 0.64 and 0.56, respectively. If the correlation between the two bonds is 0.24, the covariance of returns is closest to:

Options:
a. 0.086. В. 0.335.
c. 0.390.

Answer:","a,c",a,"{""a"": ""0.086. \u0412. 0.335."", ""c"": ""0.390. Answer:""}",0.086. В. 0.335.,,0.390. Answer:,
en_0236,The covariance of returns is positive when the returns on two assets tend to:,"Read the following finance exam multiple-choice question and return only the correct option letter(s).

Question: The covariance of returns is positive when the returns on two assets tend to:

Options:
a. have the same expected values.
b. be above their expected value at different times.
c. be on the same side of their expected value at the same time.

Answer:","a,b,c",c,"{""a"": ""have the same expected values."", ""b"": ""be above their expected value at different times."", ""c"": ""be on the same side of their expected value at the same time. Answer:""}",have the same expected values.,be above their expected value at different times.,be on the same side of their expected value at the same time. Answer:,
en_0237,"Which of the following correlation coefficients indicates the weakest linear 
relationship between two variables?","Read the following finance exam multiple-choice question and return only the correct option letter(s).

Question: Which of the following correlation coefficients indicates the weakest linear 
relationship between two variables?

Options:
a. —0.67
b. —0.24
c. 0.33

Answer:","a,b,c",b,"{""a"": ""\u20140.67"", ""b"": ""\u20140.24"", ""c"": ""0.33 Answer:""}",—0.67,—0.24,0.33 Answer:,
en_0238,"All else being equal, as the correlation between two assets approaches +1.0, the diversification benefits:","Read the following finance exam multiple-choice question and return only the correct option letter(s).

Question: All else being equal, as the correlation between two assets approaches +1.0, the diversification benefits:

Options:
a. decrease.
b. stay the same.
c. Increase.

Answer:","a,b,c",a,"{""a"": ""decrease."", ""b"": ""stay the same."", ""c"": ""Increase. Answer:""}",decrease.,stay the same.,Increase. Answer:,
en_0239,"Given a portfolio of five stocks, how many unique covariance terms, excluding 
variances, are required to calculate the portfolio return variance?","Read the following finance exam multiple-choice question and return only the correct option letter(s).

Question: Given a portfolio of five stocks, how many unique covariance terms, excluding 
variances, are required to calculate the portfolio return variance?

Options:
a. 10
b. 20
c. 25

Answer:","a,b,c",a,"{""a"": ""10"", ""b"": ""20"", ""c"": ""25 Answer:""}",10,20,25 Answer:,
en_0240,"Which of the following statements is most accurate? If the covariance of returns between two assets is 0.0023, then the:","Read the following finance exam multiple-choice question and return only the correct option letter(s).

Question: Which of the following statements is most accurate? If the covariance of returns between two assets is 0.0023, then the:

Options:
a. assets' risk is near zero.
b. asset returns are unrelated.
c. asset returns have a positive relationship.

Answer:","a,b,c",c,"{""a"": ""assets' risk is near zero."", ""b"": ""asset returns are unrelated."", ""c"": ""asset returns have a positive relationship. Answer:""}",assets' risk is near zero.,asset returns are unrelated.,asset returns have a positive relationship. Answer:,
en_0241,A Monte Carlo simulation can be used to:,"Read the following finance exam multiple-choice question and return only the correct option letter(s).

Question: A Monte Carlo simulation can be used to:

Options:
a. directly provide precise valuations of call options.
b. simulate a process from historical records of returns.
c. test the sensitivity of a model to changes in assumptions-for example, on distributions of key variables.

Answer:","a,b,c",c,"{""a"": ""directly provide precise valuations of call options."", ""b"": ""simulate a process from historical records of returns."", ""c"": ""test the sensitivity of a model to changes in assumptions-for example, on distributions of key variables. Answer:""}",directly provide precise valuations of call options.,simulate a process from historical records of returns.,"test the sensitivity of a model to changes in assumptions-for example, on distributions of key variables. Answer:",
en_0242,A limitation of Monte Carlo simulation is:,"Read the following finance exam multiple-choice question and return only the correct option letter(s).

Question: A limitation of Monte Carlo simulation is:

Options:
a. its failure to do ""what if"" analysis.
b. that it requires historical records of returns.
c. its inability to independently specify cause-and-effect relationships.

Answer:","a,b,c",c,"{""a"": ""its failure to do \""what if\"" analysis."", ""b"": ""that it requires historical records of returns."", ""c"": ""its inability to independently specify cause-and-effect relationships. Answer:""}","its failure to do ""what if"" analysis.",that it requires historical records of returns.,its inability to independently specify cause-and-effect relationships. Answer:,
en_0243,"In contrast to normal distributions, lognormal distributions:","Read the following finance exam multiple-choice question and return only the correct option letter(s).

Question: In contrast to normal distributions, lognormal distributions:

Options:
a. are skewed to the left.
b. have outcomes that cannot be negative.
c. are more suitable for describing asset returns than asset prices.

Answer:","a,b,c",b,"{""a"": ""are skewed to the left."", ""b"": ""have outcomes that cannot be negative."", ""c"": ""are more suitable for describing asset returns than asset prices. Answer:""}",are skewed to the left.,have outcomes that cannot be negative.,are more suitable for describing asset returns than asset prices. Answer:,
en_0244,The lognormal distribution is a more accurate model for the distribution of stock prices than the normal distribution because stock prices are:,"Read the following finance exam multiple-choice question and return only the correct option letter(s).

Question: The lognormal distribution is a more accurate model for the distribution of stock prices than the normal distribution because stock prices are:

Options:
a. symmetrical.
b. unbounded.
c. non-negative.

Answer:","a,b,c",c,"{""a"": ""symmetrical."", ""b"": ""unbounded."", ""c"": ""non-negative. Answer:""}",symmetrical.,unbounded.,non-negative. Answer:,
en_0245,"The following information relates to questions 1-3 An analyst is studying research ano development (R&D) spending by pharmaceutical companies around the world. She considers three sampling methods for understanding a company's level of R&D.
Method 1 is to simply use all the data available to her from an internal database that she and her colleagues built while researching several dozen representative stocks in the sector. Method 2 involves relying on a commercial database provided by a data vendor. She would select every fifth pharmaceutical company on the list to pull the data. Method 3 is to first divide pharmaceutical companies in the commercial database into three groups according to the region where a company is headquartered (e.g., Asia, Europe, or North America) and then randomly select a subsample of companies from each group, with the sample size proportional to the size of its associated group in order to form a complete sample.
1-Method 1 is an example of:","Read the following finance exam multiple-choice question and return only the correct option letter(s).

Question: The following information relates to questions 1-3 An analyst is studying research ano development (R&D) spending by pharmaceutical companies around the world. She considers three sampling methods for understanding a company's level of R&D.
Method 1 is to simply use all the data available to her from an internal database that she and her colleagues built while researching several dozen representative stocks in the sector. Method 2 involves relying on a commercial database provided by a data vendor. She would select every fifth pharmaceutical company on the list to pull the data. Method 3 is to first divide pharmaceutical companies in the commercial database into three groups according to the region where a company is headquartered (e.g., Asia, Europe, or North America) and then randomly select a subsample of companies from each group, with the sample size proportional to the size of its associated group in order to form a complete sample.
1-Method 1 is an example of:

Options:
a. simple random sampling.
b. stratified random sampling.
c. convenience sampling.

Answer:","a,b,c",c,"{""a"": ""simple random sampling."", ""b"": ""stratified random sampling."", ""c"": ""convenience sampling. Answer:""}",simple random sampling.,stratified random sampling.,convenience sampling. Answer:,
en_0246,"The following information relates to questions 1-3 An analyst is studying research and development (R&D) spending by pharmaceutical companies around the world. She considers three sampling methods for understanding a company's level of R&D.
Method 1 is to simply use all the data available to her from an internal database that she and her colleagues built while researching several dozen representative stocks in the sector. Method 2 involves relying on a commercial database provided by a data vendor. She would select every fifth pharmaceutical company on the list to pull the data. Method 3 is to first divide pharmaceutical companies in the commercial database into three groups according to the region where a company is headquartered (e.g., Asia, Europe, or North America) and then randomly select a subsample of companies from each group, with the sample size proportional to the size of its associated group in order to form a complete sample.
2-Method 2 is an example of:","Read the following finance exam multiple-choice question and return only the correct option letter(s).

Question: The following information relates to questions 1-3 An analyst is studying research and development (R&D) spending by pharmaceutical companies around the world. She considers three sampling methods for understanding a company's level of R&D.
Method 1 is to simply use all the data available to her from an internal database that she and her colleagues built while researching several dozen representative stocks in the sector. Method 2 involves relying on a commercial database provided by a data vendor. She would select every fifth pharmaceutical company on the list to pull the data. Method 3 is to first divide pharmaceutical companies in the commercial database into three groups according to the region where a company is headquartered (e.g., Asia, Europe, or North America) and then randomly select a subsample of companies from each group, with the sample size proportional to the size of its associated group in order to form a complete sample.
2-Method 2 is an example of:

Options:
a. judgmental sampling.
b. systematic sampling.
c. cluster sampling.

Answer:","a,b,c",b,"{""a"": ""judgmental sampling."", ""b"": ""systematic sampling."", ""c"": ""cluster sampling. Answer:""}",judgmental sampling.,systematic sampling.,cluster sampling. Answer:,
en_0247,"The following information relates to questions 1-3 An analyst is studying research and development (R&D) spending by pharmaceutical companies around the world. She considers three sampling methods for understanding a company's level of R&D.
Method 1 is to simply use all the data available to her from an internal database that she and her colleagues built while researching several dozen representative stocks in the sector. Method 2 involves relying on a commercial database provided by a data vendor. She would select every fifth pharmaceutical company on the list to pull the data. Method 3 is to first divide pharmaceutical companies in the commercial database into three groups according to the region where a company is headquartered (e.g., Asia, Europe, or North America) and then randomly select a subsample of companies from each group, with the sample size proportional to the size of its associated group in order to form a complete sample.
3-Method 3 is an example of:","Read the following finance exam multiple-choice question and return only the correct option letter(s).

Question: The following information relates to questions 1-3 An analyst is studying research and development (R&D) spending by pharmaceutical companies around the world. She considers three sampling methods for understanding a company's level of R&D.
Method 1 is to simply use all the data available to her from an internal database that she and her colleagues built while researching several dozen representative stocks in the sector. Method 2 involves relying on a commercial database provided by a data vendor. She would select every fifth pharmaceutical company on the list to pull the data. Method 3 is to first divide pharmaceutical companies in the commercial database into three groups according to the region where a company is headquartered (e.g., Asia, Europe, or North America) and then randomly select a subsample of companies from each group, with the sample size proportional to the size of its associated group in order to form a complete sample.
3-Method 3 is an example of:

Options:
a. simple random sampling.
b. stratified random sampling.  C. cluster sampling.

Answer:","a,b",b,"{""a"": ""simple random sampling."", ""b"": ""stratified random sampling.  C. cluster sampling. Answer:""}",simple random sampling.,stratified random sampling.  C. cluster sampling. Answer:,,
en_0248,"Perkiomen Kinzua, a seasoned auditor, is auditing last year's transactions for Conemaugh Corporation. Unfortunately, Conemaugh had a very large number of transactions, and Kinzua is under a time constraint to finish the audit. He decides to audit only the small subset of the transaction population that is of interest and to use sampling to create that subset. The most appropriate sampling method for Kinzua to
use is:
A . judgmental sampling.
B. systematic sampling.
C. convenience sampling.","Read the following finance exam multiple-choice question and return only the correct option letter(s).

Question: Perkiomen Kinzua, a seasoned auditor, is auditing last year's transactions for Conemaugh Corporation. Unfortunately, Conemaugh had a very large number of transactions, and Kinzua is under a time constraint to finish the audit. He decides to audit only the small subset of the transaction population that is of interest and to use sampling to create that subset. The most appropriate sampling method for Kinzua to
use is:
A . judgmental sampling.
B. systematic sampling.
C. convenience sampling.

Options:
b. systematic sampling.
c. convenience sampling.

Answer:","b,c",b,"{""b"": ""systematic sampling."", ""c"": ""convenience sampling. Answer:""}",,systematic sampling.,convenience sampling. Answer:,
en_0251,"Otema Chi has a spreadsheet with 108 monthly returns for shares in Marunou
Corporation. He writes a software program that uses bootstrap resampling to create 200 resamples of this Marunou data by sampling with replacement. Each resample has 108 data points. Chi's program calculates the mean of each of the 200 resamples, and then it calculates that the mean of these 200 resample means is
0.0261. The program subtracts 0.0261 from each of the 200 resample means, squares each of these 200 differences, and adds the squared differences together. The result is 0.835. The program then calculates an estimate of the standard error of the sample
mean. The estimated standard error of the sample mean is closest to:","Read the following finance exam multiple-choice question and return only the correct option letter(s).

Question: Otema Chi has a spreadsheet with 108 monthly returns for shares in Marunou
Corporation. He writes a software program that uses bootstrap resampling to create 200 resamples of this Marunou data by sampling with replacement. Each resample has 108 data points. Chi's program calculates the mean of each of the 200 resamples, and then it calculates that the mean of these 200 resample means is
0.0261. The program subtracts 0.0261 from each of the 200 resample means, squares each of these 200 differences, and adds the squared differences together. The result is 0.835. The program then calculates an estimate of the standard error of the sample
mean. The estimated standard error of the sample mean is closest to:

Options:
a. 0.0115
b. 0.0648
c. 0.0883

Answer:","a,b,c",b,"{""a"": ""0.0115"", ""b"": ""0.0648"", ""c"": ""0.0883 Answer:""}",0.0115,0.0648,0.0883 Answer:,
en_0252,Which one of the following statements is true about non-probability sampling?,"Read the following finance exam multiple-choice question and return only the correct option letter(s).

Question: Which one of the following statements is true about non-probability sampling?

Options:
a. There is significant risk that the sample is not representative of the population.
b. Every member of the population has an equal chance of being selected for the sample.
c. Using judgment guarantees that population subdivisions of interest are represented in the sample.

Answer:","a,b,c",a,"{""a"": ""There is significant risk that the sample is not representative of the population."", ""b"": ""Every member of the population has an equal chance of being selected for the sample."", ""c"": ""Using judgment guarantees that population subdivisions of interest are represented in the sample. Answer:""}",There is significant risk that the sample is not representative of the population.,Every member of the population has an equal chance of being selected for the sample.,Using judgment guarantees that population subdivisions of interest are represented in the sample. Answer:,
en_0253,The best approach for creating a stratified random sample of a population involves:,"Read the following finance exam multiple-choice question and return only the correct option letter(s).

Question: The best approach for creating a stratified random sample of a population involves:

Options:
a. drawing an equal number of simple random samples from each subpopulation.
b. selecting every kth member of the population until the desired sample size is reached.
c. drawing simple random samples from each subpopulation in sizes proportional to the relative size of each subpopulation.

Answer:","a,b,c",c,"{""a"": ""drawing an equal number of simple random samples from each subpopulation."", ""b"": ""selecting every kth member of the population until the desired sample size is reached."", ""c"": ""drawing simple random samples from each subpopulation in sizes proportional to the relative size of each subpopulation. Answer:""}",drawing an equal number of simple random samples from each subpopulation.,selecting every kth member of the population until the desired sample size is reached.,drawing simple random samples from each subpopulation in sizes proportional to the relative size of each subpopulation. Answer:,
en_0254,A population has a non-normal distribution with mean u and variance o2. The sampling distribution of the sample mean computed from samples of large size from that population will have:,"Read the following finance exam multiple-choice question and return only the correct option letter(s).

Question: A population has a non-normal distribution with mean u and variance o2. The sampling distribution of the sample mean computed from samples of large size from that population will have:

Options:
a. the same distribution as the population distribution.
b. its mean approximately equal to the population mean.
c. its variance approximately equal to the population variance.

Answer:","a,b,c",b,"{""a"": ""the same distribution as the population distribution."", ""b"": ""its mean approximately equal to the population mean."", ""c"": ""its variance approximately equal to the population variance. Answer:""}",the same distribution as the population distribution.,its mean approximately equal to the population mean.,its variance approximately equal to the population variance. Answer:,
en_0255,"A sample mean is computed from a population with a variance of 2.45. The sample 
size is 40. The standard error of the sample mean is closest to:","Read the following finance exam multiple-choice question and return only the correct option letter(s).

Question: A sample mean is computed from a population with a variance of 2.45. The sample 
size is 40. The standard error of the sample mean is closest to:

Options:
a. 0.039. В. 0.247.
c. 0.387.

Answer:","a,c",c,"{""a"": ""0.039. \u0412. 0.247."", ""c"": ""0.387. Answer:""}",0.039. В. 0.247.,,0.387. Answer:,
en_0256,"Compared with bootstrap resampling, jackknife resampling:","Read the following finance exam multiple-choice question and return only the correct option letter(s).

Question: Compared with bootstrap resampling, jackknife resampling:

Options:
a. is done with replacement.
b. usually requires that the number of repetitions is equal to the sample size.
c. produces dissimilar results for every run because resamples are randomly drawn.

Answer:","a,b,c",b,"{""a"": ""is done with replacement."", ""b"": ""usually requires that the number of repetitions is equal to the sample size."", ""c"": ""produces dissimilar results for every run because resamples are randomly drawn. Answer:""}",is done with replacement.,usually requires that the number of repetitions is equal to the sample size.,produces dissimilar results for every run because resamples are randomly drawn. Answer:,
en_0257,"An analyst suspects that, in the most recent year, excess returns on stocks have fallen below 5%. She wants to study whether the excess returns are less than 5%.
Designating the population mean as M, which hypotheses are most appropriate for her analysis?","Read the following finance exam multiple-choice question and return only the correct option letter(s).

Question: An analyst suspects that, in the most recent year, excess returns on stocks have fallen below 5%. She wants to study whether the excess returns are less than 5%.
Designating the population mean as M, which hypotheses are most appropriate for her analysis?

Options:
a. HO: M = 5% versus Ha: u # 5%
b. HO: > 5% versus Ha: u < 5%
c. HO: < 5% versus Ha: 4 > 5%

Answer:","a,b,c",b,"{""a"": ""HO: M = 5% versus Ha: u # 5%"", ""b"": ""HO: > 5% versus Ha: u < 5%"", ""c"": ""HO: < 5% versus Ha: 4 > 5% Answer:""}",HO: M = 5% versus Ha: u # 5%,HO: > 5% versus Ha: u < 5%,HO: < 5% versus Ha: 4 > 5% Answer:,
en_0258,Which of the following statements about hypothesis testing is correct?,"Read the following finance exam multiple-choice question and return only the correct option letter(s).

Question: Which of the following statements about hypothesis testing is correct?

Options:
a. The null hypothesis is the condition a researcher hopes to support.
b. The alternative hypothesis is the proposition considered true without conclusive evidence to the contrary.
c. The alternative hypothesis exhausts all potential parameter values not accounted for by the null hypothesis.

Answer:","a,b,c",c,"{""a"": ""The null hypothesis is the condition a researcher hopes to support."", ""b"": ""The alternative hypothesis is the proposition considered true without conclusive evidence to the contrary."", ""c"": ""The alternative hypothesis exhausts all potential parameter values not accounted for by the null hypothesis. Answer:""}",The null hypothesis is the condition a researcher hopes to support.,The alternative hypothesis is the proposition considered true without conclusive evidence to the contrary.,The alternative hypothesis exhausts all potential parameter values not accounted for by the null hypothesis. Answer:,
en_0259,Which of the following statements regarding the null hypothesis is correct?,"Read the following finance exam multiple-choice question and return only the correct option letter(s).

Question: Which of the following statements regarding the null hypothesis is correct?

Options:
a. It can be stated as ""not equal to"" provided the alternative hypothesis is stated as ""equal to.""
b. Along with the alternative hypothesis, it considers all possible values of the population parameter.
c. In a two-tailed test, it is rejected when evidence supports equality between the hypothesized value and the population parameter.

Answer:","a,b,c",b,"{""a"": ""It can be stated as \""not equal to\"" provided the alternative hypothesis is stated as \""equal to.\"""", ""b"": ""Along with the alternative hypothesis, it considers all possible values of the population parameter."", ""c"": ""In a two-tailed test, it is rejected when evidence supports equality between the hypothesized value and the population parameter. Answer:""}","It can be stated as ""not equal to"" provided the alternative hypothesis is stated as ""equal to.""","Along with the alternative hypothesis, it considers all possible values of the population parameter.","In a two-tailed test, it is rejected when evidence supports equality between the hypothesized value and the population parameter. Answer:",
en_0260,"If a researcher selects a 5 percent level of significance for a hypothesis test, the 
confidence level is:","Read the following finance exam multiple-choice question and return only the correct option letter(s).

Question: If a researcher selects a 5 percent level of significance for a hypothesis test, the 
confidence level is:

Options:
a. 2.5 percent.
b. 5 percent.
c. 95 percent.

Answer:","a,b,c",c,"{""a"": ""2.5 percent."", ""b"": ""5 percent."", ""c"": ""95 percent. Answer:""}",2.5 percent.,5 percent.,95 percent. Answer:,
en_0261,"A hypothesis test for a normally distributed population, at a 0.05 significance level,
implies a:","Read the following finance exam multiple-choice question and return only the correct option letter(s).

Question: A hypothesis test for a normally distributed population, at a 0.05 significance level,
implies a:

Options:
a. 95 percent probability of rejecting a true null hypothesis.
b. 95 percent probability of a Type I error for a two-tailed test.
c. 5 percent critical value rejection region for a one-tailed test.

Answer:","a,b,c",c,"{""a"": ""95 percent probability of rejecting a true null hypothesis."", ""b"": ""95 percent probability of a Type I error for a two-tailed test."", ""c"": ""5 percent critical value rejection region for a one-tailed test. Answer:""}",95 percent probability of rejecting a true null hypothesis.,95 percent probability of a Type I error for a two-tailed test.,5 percent critical value rejection region for a one-tailed test. Answer:,
en_0262,The value of a test statistic is best described as the basis for deciding whether to:,"Read the following finance exam multiple-choice question and return only the correct option letter(s).

Question: The value of a test statistic is best described as the basis for deciding whether to:

Options:
a. reject the null hypothesis.
b. accept the null hypothesis.
c. reject the alternative hypothesis.

Answer:","a,b,c",a,"{""a"": ""reject the null hypothesis."", ""b"": ""accept the null hypothesis."", ""c"": ""reject the alternative hypothesis. Answer:""}",reject the null hypothesis.,accept the null hypothesis.,reject the alternative hypothesis. Answer:,
en_0263,Which of the following best describes a Type I error?,"Read the following finance exam multiple-choice question and return only the correct option letter(s).

Question: Which of the following best describes a Type I error?

Options:
a. Rejecting a true null hypothesis
b. Rejecting a false null hypothesis
c. Failing to reject a false null hypothesis

Answer:","a,b,c",a,"{""a"": ""Rejecting a true null hypothesis"", ""b"": ""Rejecting a false null hypothesis"", ""c"": ""Failing to reject a false null hypothesis Answer:""}",Rejecting a true null hypothesis,Rejecting a false null hypothesis,Failing to reject a false null hypothesis Answer:,
en_0264,A Type Il error is best described as:,"Read the following finance exam multiple-choice question and return only the correct option letter(s).

Question: A Type Il error is best described as:

Options:
a. rejecting a true null hypothesis.
b. failing to reject a false null hypothesis.
c. failing to reject a false alternative hypothesis.

Answer:","a,b,c",b,"{""a"": ""rejecting a true null hypothesis."", ""b"": ""failing to reject a false null hypothesis."", ""c"": ""failing to reject a false alternative hypothesis. Answer:""}",rejecting a true null hypothesis.,failing to reject a false null hypothesis.,failing to reject a false alternative hypothesis. Answer:,
en_0265,The level of significance of a hypothesis test is best used to:,"Read the following finance exam multiple-choice question and return only the correct option letter(s).

Question: The level of significance of a hypothesis test is best used to:

Options:
a. calculate the test statistic.
b. define the test's rejection points.
c. specify the probability of a Type Il error.

Answer:","a,b,c",b,"{""a"": ""calculate the test statistic."", ""b"": ""define the test's rejection points."", ""c"": ""specify the probability of a Type Il error. Answer:""}",calculate the test statistic.,define the test's rejection points.,specify the probability of a Type Il error. Answer:,
en_0266,The probability of correctly rejecting the null hypothesis is the:,"Read the following finance exam multiple-choice question and return only the correct option letter(s).

Question: The probability of correctly rejecting the null hypothesis is the:

Options:
a. p-value.
b. power of a test.
c. level of significance.

Answer:","a,b,c",b,"{""a"": ""p-value."", ""b"": ""power of a test."", ""c"": ""level of significance. Answer:""}",p-value.,power of a test.,level of significance. Answer:,
en_0267,The power of a hypothesis test is:,"Read the following finance exam multiple-choice question and return only the correct option letter(s).

Question: The power of a hypothesis test is:

Options:
a. equivalent to the level of significance.
b. the probability of not making a Type II error.
c. unchanged by increasing a small sample size.

Answer:","a,b,c",b,"{""a"": ""equivalent to the level of significance."", ""b"": ""the probability of not making a Type II error."", ""c"": ""unchanged by increasing a small sample size. Answer:""}",equivalent to the level of significance.,the probability of not making a Type II error.,unchanged by increasing a small sample size. Answer:,
en_0268,"In the step ""stating a decision rule"" in testing a hypothesis, which of the following elements must be specified?","Read the following finance exam multiple-choice question and return only the correct option letter(s).

Question: In the step ""stating a decision rule"" in testing a hypothesis, which of the following elements must be specified?

Options:
a. Critical value
b. Power of a test
c. Value of a test statistic

Answer:","a,b,c",a,"{""a"": ""Critical value"", ""b"": ""Power of a test"", ""c"": ""Value of a test statistic Answer:""}",Critical value,Power of a test,Value of a test statistic Answer:,
en_0269,A pooled estimator is used when testing a hypothesis concerning the:,"Read the following finance exam multiple-choice question and return only the correct option letter(s).

Question: A pooled estimator is used when testing a hypothesis concerning the:

Options:
a. equality of the variances of two normally distributed populations.
b. difference between the means of two approximately normally distributed populations with unknown but assumed equal variances.
c. difference between the means of two at least approximately normally distributed populations with unknown and assumed unequal variances.

Answer:","a,b,c",b,"{""a"": ""equality of the variances of two normally distributed populations."", ""b"": ""difference between the means of two approximately normally distributed populations with unknown but assumed equal variances."", ""c"": ""difference between the means of two at least approximately normally distributed populations with unknown and assumed unequal variances. Answer:""}",equality of the variances of two normally distributed populations.,difference between the means of two approximately normally distributed populations with unknown but assumed equal variances.,difference between the means of two at least approximately normally distributed populations with unknown and assumed unequal variances. Answer:,
